Date,High,Low,Open,Close,Volume,Adj Close
2020-01-03,9639.6826171875,8991.2236328125,9068.896484375,9550.185546875,36551953212.0,9550.185546875
2020-01-04,9657.4580078125,9504.1953125,9550.82421875,9635.7060546875,23982163725.0,9635.7060546875
2020-01-05,9800.376953125,9613.3701171875,9635.439453125,9627.375,25623068500.0,9627.375
2020-01-06,10088.521484375,9605.51171875,9626.251953125,10072.1240234375,30175671404.0,10072.1240234375
2020-01-07,10634.6416015625,10101.5078125,10071.427734375,10615.7548828125,37407892485.0,10615.7548828125
2020-01-08,10947.095703125,10373.5009765625,10613.470703125,10533.9755859375,41292529035.0,10533.9755859375
2020-01-09,10557.86328125,10244.4921875,10537.1484375,10292.3916015625,31411157115.0,10292.3916015625
2020-01-10,10658.046875,10084.09765625,10291.3935546875,10658.046875,37474972656.0,10658.046875
2020-01-11,10725.6572265625,10479.365234375,10652.353515625,10489.669921875,33307289735.0,10489.669921875
2020-01-12,10714.46484375,10464.892578125,10484.08984375,10704.5751953125,29926365499.0,10704.5751953125
2020-01-13,10703.302734375,10549.1240234375,10701.0185546875,10633.3291015625,29354430130.0,10633.3291015625
2020-01-14,11602.6533203125,10637.5703125,10629.0712890625,11535.037109375,58593727932.0,11535.037109375
2020-01-15,11593.11328125,11289.3623046875,11531.8740234375,11484.7373046875,52295901011.0,11484.7373046875
2020-01-16,11537.15625,11231.5078125,11491.8720703125,11377.1689453125,40838286105.0,11377.1689453125
2020-01-17,11704.951171875,11338.0419921875,11379.0263671875,11666.9482421875,47524928400.0,11666.9482421875
2020-01-18,11775.6083984375,11534.0576171875,11664.5634765625,11684.9423828125,42253503847.0,11684.9423828125
2020-01-19,11972.7353515625,11261.66015625,11683.1611328125,11374.23046875,44703047243.0,11374.23046875
2020-01-20,11409.060546875,11167.56640625,11372.123046875,11294.328125,34469310191.0,11294.328125
2020-01-21,11448.5234375,11172.3876953125,11296.0869140625,11435.6943359375,31508579575.0,11435.6943359375
2020-01-22,11553.572265625,11348.271484375,11433.4931640625,11406.2548828125,29695583313.0,11406.2548828125
2020-01-23,11406.7080078125,10941.7744140625,11405.9580078125,11037.4609375,33836001889.0,11037.4609375
2020-01-24,11194.6162109375,10868.787109375,11036.2158203125,11103.5927734375,32077034161.0,11103.5927734375
2020-01-25,11120.708984375,10907.412109375,11096.60546875,11001.5859375,25831230917.0,11001.5859375
2020-01-26,11321.4658203125,10957.0380859375,10997.06640625,11314.1328125,29187643865.0,11314.1328125
2020-01-27,11840.9482421875,11339.205078125,11314.763671875,11751.3828125,37783690790.0,11751.3828125
2020-01-28,12320.0693359375,11727.48046875,11754.951171875,12320.0693359375,45284055075.0,12320.0693359375
2020-01-29,12414.4580078125,12233.6953125,12318.5947265625,12295.9384765625,40494402071.0,12295.9384765625
2020-01-30,12622.0205078125,12196.27734375,12295.1298828125,12563.7099609375,42780318160.0,12563.7099609375
2020-01-31,12604.453125,12219.33203125,12562.8115234375,12377.8564453125,38961552591.0,12377.8564453125
2020-02-01,12495.3984375,12328.4931640625,12372.333984375,12433.9130859375,34315375763.0,12433.9130859375
2020-02-02,12538.212890625,12205.8828125,12429.869140625,12373.4443359375,40831480270.0,12373.4443359375
2020-02-03,12682.8271484375,12294.99609375,12373.865234375,12354.66796875,41123323887.0,12354.66796875
2020-02-04,12394.962890625,12104.7841796875,12353.7646484375,12195.3115234375,39707893153.0,12195.3115234375
2020-02-05,12887.498046875,12173.33984375,12198.5703125,12770.7607421875,46790042327.0,12770.7607421875
2020-02-06,13053.3818359375,12674.984375,12776.6015625,12927.404296875,49995160341.0,12927.404296875
2020-02-07,13085.9755859375,12941.322265625,12922.3564453125,13034.384765625,45935583556.0,13034.384765625
2020-02-08,13141.904296875,12878.66015625,13030.5615234375,13126.4296875,46799569709.0,13126.4296875
2020-02-09,13480.6064453125,13109.2470703125,13124.7998046875,13463.623046875,47654386186.0,13463.623046875
2020-02-10,13538.8681640625,13031.1796875,13462.140625,13127.1337890625,52455398591.0,13127.1337890625
2020-02-11,13569.568359375,12930.6748046875,13126.1748046875,13567.154296875,50035776850.0,13567.154296875
2020-02-12,13780.4736328125,13526.9375,13559.380859375,13690.90234375,57601064676.0,13690.90234375
2020-02-13,13873.4228515625,13420.423828125,13688.1259765625,13550.72265625,65477343678.0,13550.72265625
2020-02-14,13677.625,13417.2939453125,13546.9697265625,13664.533203125,57427317149.0,13664.533203125
2020-02-15,13703.5439453125,13084.5546875,13666.83984375,13104.4267578125,58125364831.0,13104.4267578125
2020-02-16,13316.783203125,12877.59375,13104.1025390625,13158.455078125,57451197758.0,13158.455078125
2020-02-17,13166.4658203125,12576.228515625,13161.2724609375,12826.357421875,60885647694.0,12826.357421875
2020-02-18,13470.6611328125,12768.6865234375,12827.7978515625,13442.9423828125,62656465933.0,13442.9423828125
2020-02-19,13478.236328125,12711.064453125,13445.3310546875,12736.0595703125,62126974458.0,12736.0595703125
2020-02-20,12743.0283203125,12605.00390625,12730.6904296875,12740.166015625,59567750306.0,12740.166015625
2020-02-21,12847.845703125,12707.46484375,12744.5498046875,12810.2705078125,54130444433.0,12810.2705078125
2020-02-22,12825.8623046875,12696.916015625,12811.943359375,12779.509765625,47395609076.0,12779.509765625
2020-02-23,13173.072265625,12772.380859375,12779.6904296875,13153.1787109375,54583632764.0,13153.1787109375
2020-02-24,13186.0341796875,12662.7041015625,13149.29296875,12822.669921875,59900709921.0,12822.669921875
2020-02-25,12827.8115234375,12362.6044921875,12824.181640625,12406.2138671875,56462219826.0,12406.2138671875
2020-02-26,12432.8935546875,11594.4443359375,12401.6787109375,11772.2744140625,67292919069.0,11772.2744140625
2020-02-27,11934.8994140625,11441.0400390625,11778.3759765625,11758.484375,60864130448.0,11758.484375
2020-02-28,11929.02734375,11425.9326171875,11764.15234375,11616.3203125,59746770596.0,11616.3203125
2020-02-29,11754.5205078125,11518.6123046875,11614.6552734375,11518.6123046875,47942120193.0,11518.6123046875
2020-03-01,11707.783203125,11364.89453125,11518.9462890625,11505.412109375,47498848816.0,11505.412109375
2020-03-02,11889.4453125,11465.3388671875,11506.5009765625,11815.7314453125,57092850964.0,11815.7314453125
2020-03-03,11886.3046875,11641.166015625,11810.0263671875,11757.53125,56710882565.0,11757.53125
2020-03-04,11806.9013671875,11680.513671875,11758.5419921875,11717.171875,46501621373.0,11717.171875
2020-03-05,12272.9794921875,11719.859375,11723.916015625,12161.248046875,53176615981.0,12161.248046875
2020-03-06,12289.8095703125,12097.7841796875,12160.6396484375,12245.193359375,54801928609.0,12245.193359375
2020-03-07,12303.9150390625,11938.046875,12243.9248046875,11963.83984375,48630283254.0,11963.83984375
2020-03-08,11969.7353515625,11040.3671875,11961.4931640625,11047.4541015625,54464071155.0,11047.4541015625
2020-03-09,11120.875,10418.2373046875,11051.5830078125,10820.6083984375,64097630846.0,10820.6083984375
2020-03-10,11113.8876953125,10763.6328125,10818.5634765625,10861.99609375,57970083400.0,10861.99609375
2020-03-11,10900.201171875,10517.6259765625,10862.4912109375,10898.4541015625,53287749088.0,10898.4541015625
2020-03-12,10920.2001953125,6773.09765625,10901.4658203125,6930.84912109375,75265675790.0,6930.84912109375
2020-03-13,8093.8046875,5720.53125,6996.44189453125,7701.56103515625,102651511745.0,7701.56103515625
2020-03-14,7819.34619140625,7124.1025390625,7714.53271484375,7228.76904296875,50256571076.0,7228.76904296875
2020-03-15,8015.44140625,7185.5625,7229.74267578125,7448.3291015625,46960808988.0,7448.3291015625
